Store,Date,IsHoliday,Weekly_Sales,Size,Temperature,Fuel_Price,Unemployment,CPI,Average_earning,Population,Population_over_65,Population_under_18
7,22/06/2012,FALSE,687344.68,70713,17.60555556,3.735,8.09,197.7389345,62903,7896,2132,1168
7,29/06/2012,FALSE,704335.41,70713,20.46666667,3.693,8.09,197.785577,63821,7873,2132,1165
7,13/07/2012,FALSE,694150.89,70713,17.89444444,3.613,7.872,197.8788621,63713,7754,2112,1150
7,20/07/2012,FALSE,686345.69,70713,17.15,3.585,7.872,197.9290378,63353,7774,2135,1157
7,27/07/2012,FALSE,686365.4,70713,18.11111111,3.57,7.872,197.9792136,63549,7809,2144,1167
7,10/08/2012,FALSE,675926.3,70713,17.45,3.509,7.872,198.0795651,62891,7863,2129,1150
7,17/08/2012,FALSE,642450.4,70713,15.36666667,3.545,7.872,198.1001057,63688,7812,2141,1169
7,24/08/2012,FALSE,609099.37,70713,15.15,3.558,7.872,198.0984199,63650,7769,2111,1150
7,31/08/2012,FALSE,586467.16,70713,15.81111111,3.556,7.872,198.0967341,62657,7782,2116,1148
7,14/09/2012,FALSE,541120.2,70713,12.03333333,3.659,7.872,198.1267184,63283,7896,2147,1167
7,21/09/2012,FALSE,530842.25,70713,10.98333333,3.765,7.872,198.358523,63694,7831,2148,1163
7,28/09/2012,FALSE,525545.76,70713,10.35555556,3.789,7.872,198.5903276,62903,7809,2129,1149
7,12/10/2012,FALSE,503463.93,70713,5.238888889,3.76,7.557,199.0539368,62891,7874,2116,1148
7,19/10/2012,FALSE,516424.83,70713,6.116666667,3.75,7.557,199.1481963,63650,7910,2121,1148
7,26/10/2012,FALSE,495543.28,70713,5.85,3.686,7.557,199.2195317,63713,7771,2132,1156
8,12/02/2010,TRUE,994801.4,155078,0.744444444,2.548,6.299,214.6214189,62044,11993,3086,1323
8,19/02/2010,FALSE,963960.37,155078,3.944444444,2.514,6.299,214.6664878,61290,11974,3093,1307
8,26/02/2010,FALSE,847592.11,155078,3.283333333,2.561,6.299,214.6940735,61407,12066,3044,1314
8,12/03/2010,FALSE,860336.16,155078,9.866666667,2.667,6.299,214.7492449,61215,11902,3060,1319
8,19/03/2010,FALSE,839911,155078,8.477777778,2.72,6.299,214.5764954,61834,11945,3072,1324
8,26/03/2010,FALSE,772539.12,155078,8.061111111,2.732,6.299,214.3703567,62050,11933,3088,1327
8,16/04/2010,FALSE,882917.12,155078,17.03333333,2.808,6.29,213.8186357,61679,12018,3036,1327
8,23/04/2010,FALSE,850440.26,155078,13.38888889,2.795,6.29,213.768119,61821,12080,3076,1326
8,30/04/2010,FALSE,778672.64,155078,16.11666667,2.78,6.29,213.7176024,61852,11909,3059,1312
8,14/05/2010,FALSE,873337.84,155078,16.30555556,2.854,6.29,213.6655355,61333,12029,3092,1324
8,21/05/2010,FALSE,818333.21,155078,18.90555556,2.826,6.29,213.9577839,62378,12013,3072,1326
8,28/05/2010,FALSE,868041.56,155078,23.72777778,2.759,6.29,214.2500323,61463,11939,3035,1329
8,11/06/2010,FALSE,914835.86,155078,27.89444444,2.668,6.29,214.834529,62322,11966,3088,1312
8,18/06/2010,FALSE,869922.56,155078,25.99444444,2.637,6.29,214.8324452,62316,11858,3055,1315
8,25/06/2010,FALSE,814919.11,155078,27.65555556,2.653,6.29,214.7126286,62155,11948,3056,1307
8,16/07/2010,FALSE,848630.57,155078,25.27222222,2.623,6.315,214.4640599,61673,12027,3033,1325
8,23/07/2010,FALSE,785515.88,155078,25.71666667,2.608,6.315,214.6029664,61549,12044,3068,1327
8,30/07/2010,FALSE,787295.09,155078,24.45555556,2.64,6.315,214.7418728,62161,11984,3089,1310
8,13/08/2010,FALSE,867919.21,155078,26.72777778,2.692,6.315,215.0196857,61722,12047,3056,1318
8,20/08/2010,FALSE,870676.44,155078,26.31111111,2.664,6.315,214.9779825,62266,11995,3060,1304
8,27/08/2010,FALSE,888816.78,155078,23.84444444,2.619,6.315,214.9362793,61463,12018,3077,1329
8,10/09/2010,TRUE,831425.2,155078,23.52222222,2.565,6.315,214.8528728,62365,11948,3065,1317
8,17/09/2010,FALSE,836707.85,155078,24.06666667,2.582,6.315,214.8785562,62408,12015,3066,1310
8,24/09/2010,FALSE,773725.08,155078,22.33888889,2.624,6.315,214.9547795,62000,11995,3057,1310
8,15/10/2010,FALSE,826546.96,155078,16.99444444,2.72,6.433,215.1757,62155,12078,3080,1309
8,22/10/2010,FALSE,836419.14,155078,17.14444444,2.725,6.433,215.2248,61630,11956,3050,1319
8,29/10/2010,FALSE,830756.76,155078,14.40555556,2.716,6.433,215.2739,62402,11999,3066,1312
8,12/11/2010,FALSE,911538.98,155078,12.71666667,2.728,6.433,215.3721,61333,11916,3041,1306
8,19/11/2010,FALSE,885608.04,155078,6.588888889,2.771,6.433,215.2538714,61222,11976,3079,1320
8,26/11/2010,TRUE,1261693.16,155078,10.59444444,2.735,6.433,215.1077548,61809,11864,3063,1315
8,10/12/2010,FALSE,1069061.63,155078,5.816666667,2.843,6.433,214.8155214,61197,12007,3053,1328
8,17/12/2010,FALSE,1220579.55,155078,7.238888889,2.869,6.433,214.7510843,61939,11886,3059,1315
8,24/12/2010,FALSE,1511641.09,155078,7.594444444,2.886,6.433,214.7479069,61580,11884,3037,1326
8,31/12/2010,TRUE,773586.49,155078,5.261111111,2.943,6.433,214.7447295,61834,12005,3091,1310
8,14/01/2011,FALSE,809646.66,155078,-0.211111111,2.983,6.262,214.7930991,61939,12026,3068,1312
8,21/01/2011,FALSE,822668.23,155078,5.588888889,3.016,6.262,215.1729926,61327,12053,3077,1325
8,28/01/2011,FALSE,782256.66,155078,4.033333333,3.01,6.262,215.5528862,61778,11958,3093,1324
8,11/02/2011,TRUE,996147.39,155078,-2.077777778,3.022,6.262,216.3126733,61877,11958,3092,1310
8,18/02/2011,FALSE,1065108.64,155078,10.35555556,3.045,6.262,216.6310383,61376,11954,3089,1306
8,25/02/2011,FALSE,917317.15,155078,10.71666667,3.065,6.262,216.9247918,62291,11907,3087,1310
8,11/03/2011,FALSE,900387.29,155078,9.522222222,3.459,6.262,217.512299,61988,11984,3038,1312
8,18/03/2011,FALSE,898289.14,155078,13.71111111,3.488,6.262,217.7705442,61753,11859,3068,1306
8,25/03/2011,FALSE,827968.36,155078,15.41111111,3.473,6.262,218.0145862,61840,12045,3089,1308
8,15/04/2011,FALSE,908278.74,155078,17.52777778,3.743,6.297,218.7262524,61376,11933,3093,1309
8,22/04/2011,FALSE,937473.13,155078,18.39444444,3.807,6.297,218.8986857,62297,11858,3042,1310
8,29/04/2011,FALSE,855014.77,155078,16.82777778,3.81,6.297,219.071119,62371,12048,3088,1329
8,13/05/2011,FALSE,895763.41,155078,22.75555556,3.899,6.297,219.4159857,62198,12008,3071,1304
8,20/05/2011,FALSE,836049.89,155078,18.63333333,3.907,6.297,219.1746922,62056,11890,3072,1324
8,27/05/2011,FALSE,857939.41,155078,22.85555556,3.786,6.297,218.9333986,61871,12080,3088,1304
8,10/06/2011,FALSE,897309.41,155078,27.89444444,3.648,6.297,218.4508115,62019,11972,3058,1318
8,17/06/2011,FALSE,922048.41,155078,29.29444444,3.637,6.297,218.4021448,61883,12039,3038,1324
8,24/06/2011,FALSE,864881.24,155078,28.85555556,3.594,6.297,218.4979481,61518,12019,3059,1305
8,15/07/2011,FALSE,849925.37,155078,29.03333333,3.575,6.425,218.7746217,61834,11855,3054,1309
8,22/07/2011,FALSE,829902.42,155078,29.7,3.651,6.425,218.8328475,62421,11886,3091,1304
8,29/07/2011,FALSE,807082.19,155078,30.25555556,3.682,6.425,218.8910733,62081,11982,3070,1303
8,12/08/2011,FALSE,856796.1,155078,30.02777778,3.638,6.425,219.0075249,61784,11935,3082,1312
8,19/08/2011,FALSE,895066.5,155078,28.28888889,3.554,6.425,219.0701968,61222,12067,3086,1327
8,26/08/2011,FALSE,912542.82,155078,29.27222222,3.523,6.425,219.1336097,61611,11952,3074,1326
8,16/09/2011,FALSE,870971.82,155078,20.60555556,3.526,6.425,219.4442443,61976,11905,3078,1313
8,23/09/2011,FALSE,806444.29,155078,20.4,3.467,6.425,219.788581,61500,11932,3088,1307
8,30/09/2011,FALSE,809049.37,155078,22.33333333,3.355,6.425,220.1329176,62136,11883,3055,1304
8,14/10/2011,FALSE,863188.26,155078,16.52222222,3.274,6.123,220.7960935,61339,12003,3068,1315
8,21/10/2011,FALSE,905984.49,155078,15.53888889,3.353,6.123,220.9619484,61413,11999,3084,1313
8,28/10/2011,FALSE,876712.31,155078,13.81111111,3.372,6.123,221.1278032,61895,12062,3066,1325
8,11/11/2011,FALSE,917088.48,155078,10.31111111,3.297,6.123,221.4595129,62334,11942,3046,1305
8,18/11/2011,FALSE,897032.19,155078,10.95555556,3.308,6.123,221.6911738,61642,11939,3046,1326
8,25/11/2011,TRUE,1235163.86,155078,9.783333333,3.236,6.123,221.9491571,61994,11963,3060,1325
8,16/12/2011,FALSE,1118163.94,155078,4.327777778,3.159,6.123,222.6910959,61636,11864,3035,1310
8,23/12/2011,FALSE,1462254.05,155078,3.422222222,3.112,6.123,222.8743862,62019,12024,3034,1309
8,30/12/2011,TRUE,858572.22,155078,2.405555556,3.129,6.123,223.0576765,61463,11923,3080,1322
8,13/01/2012,FALSE,817661.76,155078,2.477777778,3.261,5.825,223.4242571,61945,11997,3060,1306
8,20/01/2012,FALSE,813954.82,155078,8.227777778,3.268,5.825,223.5188055,61778,11946,3078,1313
8,27/01/2012,FALSE,778178.53,155078,7.511111111,3.29,5.825,223.6133539,61370,11994,3080,1309
8,10/02/2012,TRUE,1021400.42,155078,2.061111111,3.409,5.825,223.8024507,61957,11994,3072,1319
8,17/02/2012,FALSE,1096232.89,155078,3.061111111,3.51,5.825,223.9658621,61308,11910,3061,1307
8,24/02/2012,FALSE,928537.54,155078,7.961111111,3.555,5.825,224.1809207,61741,11920,3069,1318
8,16/03/2012,FALSE,921178.39,155078,13.68333333,3.734,5.825,224.7657327,61240,12067,3070,1311
8,23/03/2012,FALSE,874223.25,155078,11.61111111,3.787,5.825,224.8399424,62087,11946,3048,1322
8,30/03/2012,FALSE,905935.29,155078,19.27222222,3.845,5.825,224.9141521,61469,12064,3093,1314
8,13/04/2012,FALSE,909989.45,155078,18.43888889,3.891,5.679,225.0625714,62000,11989,3061,1318
8,20/04/2012,FALSE,872288.46,155078,17.55,3.877,5.679,225.1179914,61512,12070,3054,1311
8,27/04/2012,FALSE,879448.25,155078,21.3,3.814,5.679,225.1734114,62204,12030,3093,1327
8,11/05/2012,FALSE,920128.89,155078,18.31111111,3.688,5.679,225.2842514,62186,12056,3040,1315
8,18/05/2012,FALSE,913922.01,155078,17.86666667,3.63,5.679,225.3002908,61234,11868,3036,1316
8,25/05/2012,FALSE,895157.44,155078,24.50555556,3.561,5.679,225.3005779,61611,11897,3058,1318
8,15/06/2012,FALSE,916918.7,155078,25.07777778,3.393,5.679,225.3134743,61537,11867,3082,1329
8,22/06/2012,FALSE,899449.65,155078,26.02777778,3.346,5.679,225.3558843,61908,11960,3071,1310
8,29/06/2012,FALSE,878298.22,155078,29.15,3.286,5.679,225.3982943,62371,12074,3092,1326
8,13/07/2012,FALSE,890488.01,155078,25.81111111,3.256,5.401,225.4831143,61902,12056,3080,1307
8,20/07/2012,FALSE,888834.07,155078,26.63333333,3.311,5.401,225.4930078,61605,11942,3088,1307
8,27/07/2012,FALSE,838227.52,155078,27.61666667,3.407,5.401,225.5029014,62272,12020,3074,1308
8,10/08/2012,FALSE,930745.69,155078,28.74444444,3.494,5.401,225.5226885,61617,11862,3042,1312
8,17/08/2012,FALSE,896613.19,155078,27.33888889,3.571,5.401,225.6050797,61574,11910,3050,1320
8,24/08/2012,FALSE,936373.65,155078,23.20555556,3.62,5.401,225.7418442,61815,11956,3048,1307
8,31/08/2012,FALSE,976137.73,155078,24.07222222,3.638,5.401,225.8786088,61592,12056,3070,1321
8,14/09/2012,FALSE,883569.38,155078,19.56111111,3.717,5.401,226.1615981,61636,12030,3033,1323
8,21/09/2012,FALSE,857796.45,155078,19.42222222,3.721,5.401,226.3645848,61821,12035,3053,1307
8,28/09/2012,FALSE,884724.41,155078,21.72222222,3.666,5.401,226.5675714,61246,12067,3062,1308
8,12/10/2012,FALSE,927511.99,155078,12.79444444,3.601,5.124,226.9735448,62433,12045,3068,1306
8,19/10/2012,FALSE,900309.75,155078,17.21666667,3.594,5.124,227.0184166,61555,12030,3077,1323
8,26/10/2012,FALSE,891671.44,155078,18.18888889,3.506,5.124,227.0369359,61623,11873,3079,1329
9,12/02/2010,TRUE,552677.48,125833,2.822222222,2.548,6.415,214.8056534,63880,7362,1851,801
9,19/02/2010,FALSE,511327.9,125833,6.144444444,2.514,6.415,214.8506185,63253,7404,1853,806
9,26/02/2010,FALSE,473773.27,125833,6.572222222,2.561,6.415,214.8780453,63684,7331,1873,808
9,12/03/2010,FALSE,494145.8,125833,13.2,2.667,6.415,214.932899,63253,7427,1846,810
9,19/03/2010,FALSE,485744.61,125833,11.75,2.72,6.415,214.7597274,62740,7357,1863,800
9,26/03/2010,FALSE,484946.56,125833,11,2.732,6.415,214.5531227,63272,7368,1845,805
9,16/04/2010,FALSE,485764.32,125833,18.93888889,2.808,6.384,214.0001817,63386,7365,1856,799
9,23/04/2010,FALSE,488683.57,125833,16.25555556,2.795,6.384,213.9496138,63006,7306,1841,796
9,30/04/2010,FALSE,491723.42,125833,18.92777778,2.78,6.384,213.8990459,63418,7304,1863,806
9,14/05/2010,FALSE,492792.8,125833,21.40555556,2.854,6.384,213.8469819,63646,7380,1869,804
9,21/05/2010,FALSE,506274.94,125833,21.94444444,2.826,6.384,214.1399162,63196,7417,1864,810
9,28/05/2010,FALSE,558143.53,125833,25.06666667,2.759,6.384,214.4328505,62848,7301,1848,808
9,11/06/2010,FALSE,522715.68,125833,28.75,2.668,6.384,215.0187191,62974,7440,1869,796
9,18/06/2010,FALSE,513073.87,125833,28.32777778,2.637,6.384,215.0166484,63152,7342,1843,804
9,25/06/2010,FALSE,509263.28,125833,29.45555556,2.653,6.384,214.8965756,62683,7434,1839,805
9,16/07/2010,FALSE,474030.51,125833,28.29444444,2.623,6.442,214.6474453,62905,7341,1847,797
9,23/07/2010,FALSE,462676.5,125833,29.16111111,2.608,6.442,214.7865779,62709,7424,1859,809
9,30/07/2010,FALSE,468675.19,125833,26.57222222,2.64,6.442,214.9257105,63076,7328,1869,806
9,13/08/2010,FALSE,481897.98,125833,30.47222222,2.692,6.442,215.2039756,63190,7402,1840,810
9,20/08/2010,FALSE,499325.38,125833,30.16666667,2.664,6.442,215.1619646,62696,7303,1846,799
9,27/08/2010,FALSE,506789.66,125833,28.89444444,2.619,6.442,215.1199536,63076,7356,1859,797
9,10/09/2010,TRUE,484835.2,125833,25.38888889,2.565,6.442,215.0359315,63133,7322,1866,801
9,17/09/2010,FALSE,463448.59,125833,27.32777778,2.582,6.442,215.0615285,62759,7332,1872,805
9,24/09/2010,FALSE,452905.22,125833,25.08333333,2.624,6.442,215.1378313,63259,7302,1851,806
9,15/10/2010,FALSE,454769.68,125833,19.64444444,2.72,6.56,215.3589917,63665,7428,1873,810
9,22/10/2010,FALSE,466322.76,125833,21.10555556,2.725,6.56,215.4081762,62829,7297,1870,807
9,29/10/2010,FALSE,508801.61,125833,18.01666667,2.716,6.56,215.4573607,63646,7323,1874,802
9,12/11/2010,FALSE,520846.68,125833,16.43888889,2.728,6.56,215.5557297,63392,7428,1875,809
9,19/11/2010,FALSE,519823.3,125833,9.977777778,2.771,6.56,215.4372854,63323,7432,1855,810
9,26/11/2010,TRUE,768070.53,125833,15.65555556,2.735,6.56,215.2909028,63747,7384,1846,803
9,10/12/2010,FALSE,618121.82,125833,7.833333333,2.843,6.56,214.9981378,63044,7408,1858,797
9,17/12/2010,FALSE,685243.2,125833,9.833333333,2.869,6.56,214.9334937,63158,7350,1849,804
9,24/12/2010,FALSE,873347.55,125833,10.51666667,2.886,6.56,214.9301534,62842,7428,1861,808
9,31/12/2010,TRUE,459770.85,125833,7.733333333,2.943,6.56,214.9268131,63405,7418,1856,810
9,14/01/2011,FALSE,458086.69,125833,2.461111111,2.983,6.416,214.9749587,63810,7380,1869,808
9,21/01/2011,FALSE,454021.69,125833,7.066666667,3.016,6.416,215.3554013,63595,7394,1847,809
9,28/01/2011,FALSE,463561.48,125833,6.611111111,3.01,6.416,215.7358438,63228,7370,1841,805
9,11/02/2011,TRUE,555279.02,125833,1.183333333,3.022,6.416,216.496729,63734,7323,1846,801
9,18/02/2011,FALSE,610985.56,125833,14.72222222,3.045,6.416,216.8154856,63943,7316,1869,795
9,25/02/2011,FALSE,513107.2,125833,15.00555556,3.065,6.416,217.1095679,63715,7348,1873,802
9,11/03/2011,FALSE,517783.5,125833,12.63888889,3.459,6.416,217.6977326,62949,7373,1869,796
9,18/03/2011,FALSE,515226.11,125833,17.67777778,3.488,6.416,217.9563371,63063,7368,1867,809
9,25/03/2011,FALSE,497488.4,125833,20.43888889,3.473,6.416,218.2007506,62728,7435,1852,796
9,15/04/2011,FALSE,528420.28,125833,22.16666667,3.743,6.38,218.9134935,63772,7358,1842,800
9,22/04/2011,FALSE,549502.11,125833,22.41666667,3.807,6.38,219.0861659,62816,7366,1863,796
9,29/04/2011,FALSE,532226.2,125833,21.58333333,3.81,6.38,219.2588382,63145,7368,1868,796
9,13/05/2011,FALSE,539126,125833,25.36666667,3.899,6.38,219.6041829,62709,7435,1876,800
9,20/05/2011,FALSE,518266.9,125833,21.38333333,3.907,6.38,219.3622809,63031,7443,1839,800
9,27/05/2011,FALSE,553834.04,125833,26.9,3.786,6.38,219.1203788,63892,7430,1867,809
9,10/06/2011,FALSE,550076.32,125833,29.89444444,3.648,6.38,218.6365747,62753,7387,1865,805
9,17/06/2011,FALSE,558671.14,125833,31.75,3.637,6.38,218.5877333,63468,7295,1863,809
9,24/06/2011,FALSE,538745.93,125833,30.41111111,3.594,6.38,218.6836874,63209,7323,1860,808
9,15/07/2011,FALSE,512834.04,125833,32.47222222,3.575,6.404,218.9607242,63272,7337,1840,796
9,22/07/2011,FALSE,491449.94,125833,31.71111111,3.651,6.404,219.0187895,63082,7323,1868,799
9,29/07/2011,FALSE,471449.98,125833,32.83333333,3.682,6.404,219.0768548,63329,7323,1861,801
9,12/08/2011,FALSE,520284.79,125833,33.12777778,3.638,6.404,219.1929854,62917,7429,1840,798
9,19/08/2011,FALSE,540819.44,125833,29.88888889,3.554,6.404,219.2556109,63006,7415,1866,808
9,26/08/2011,FALSE,542663.53,125833,31.63888889,3.523,6.404,219.3189965,63506,7428,1850,802
9,16/09/2011,FALSE,500274.03,125833,25.52777778,3.526,6.404,219.6297841,62677,7368,1846,799
9,23/09/2011,FALSE,506743.78,125833,23.56666667,3.467,6.404,219.9746423,63810,7382,1847,804
9,30/09/2011,FALSE,508567.04,125833,25.80555556,3.355,6.404,220.3195004,63918,7344,1839,809
9,14/10/2011,FALSE,529515.66,125833,19.59444444,3.274,6.054,220.9836849,63595,7337,1856,803
9,21/10/2011,FALSE,557075.21,125833,18.58888889,3.353,6.054,221.1498206,63867,7374,1858,797
9,28/10/2011,FALSE,548527.49,125833,17.75555556,3.372,6.054,221.3159563,63335,7415,1848,800
9,11/11/2011,FALSE,594574.12,125833,14.6,3.297,6.054,221.6482278,63335,7365,1839,806
9,18/11/2011,FALSE,542414.27,125833,14.88888889,3.308,6.054,221.8803923,62683,7404,1843,800
9,25/11/2011,TRUE,814753.5,125833,12.4,3.236,6.054,222.1389683,62702,7384,1852,795
9,16/12/2011,FALSE,705557.97,125833,8.505555556,3.159,6.054,222.8825484,62791,7303,1843,807
9,23/12/2011,FALSE,905324.68,125833,6.905555556,3.112,6.054,223.0661125,63291,7417,1853,802
9,30/12/2011,TRUE,549788.36,125833,6.338888889,3.129,6.054,223.2496766,63323,7433,1850,802
9,13/01/2012,FALSE,474964.6,125833,5.8,3.261,5.667,223.6168049,62898,7305,1869,801
9,20/01/2012,FALSE,480130.04,125833,10.86666667,3.268,5.667,223.7114288,63652,7399,1868,801
9,27/01/2012,FALSE,482451.21,125833,9.655555556,3.29,5.667,223.8060527,63323,7337,1871,806
9,10/02/2012,TRUE,609736.12,125833,6.683333333,3.409,5.667,223.9953006,63145,7397,1848,797
9,17/02/2012,FALSE,658965.05,125833,6.561111111,3.51,5.667,224.1588663,63766,7402,1841,796
9,24/02/2012,FALSE,563578.79,125833,12.03888889,3.555,5.667,224.3741384,63835,7360,1858,796
9,16/03/2012,FALSE,550373.57,125833,15.52222222,3.734,5.667,224.9594902,63741,7354,1848,803
9,23/03/2012,FALSE,550791.32,125833,14.88333333,3.787,5.667,225.0336786,62753,7303,1850,808
9,30/03/2012,FALSE,574985.37,125833,19.92777778,3.845,5.667,225.107867,62968,7301,1863,804
9,13/04/2012,FALSE,578539.86,125833,20.66111111,3.891,5.539,225.2562439,62892,7346,1869,798
9,20/04/2012,FALSE,542819.03,125833,20.02222222,3.877,5.539,225.3117488,62759,7391,1856,806
9,27/04/2012,FALSE,550414.99,125833,22.81666667,3.814,5.539,225.3672537,63753,7297,1869,797
9,11/05/2012,FALSE,592572.3,125833,21.63333333,3.688,5.539,225.4782634,62924,7342,1874,811
9,18/05/2012,FALSE,571463.93,125833,20.84444444,3.63,5.539,225.4942498,63620,7422,1873,811
9,25/05/2012,FALSE,547226,125833,26.49444444,3.561,5.539,225.4944288,63848,7372,1873,809
9,15/06/2012,FALSE,564606.1,125833,27.89444444,3.393,5.539,225.5070634,62987,7389,1850,800
9,22/06/2012,FALSE,562173.12,125833,27.25,3.346,5.539,225.5495841,62810,7306,1847,807
9,29/06/2012,FALSE,544770.7,125833,30.65555556,3.286,5.539,225.5921049,62690,7344,1866,804
9,13/07/2012,FALSE,536537.64,125833,27.99444444,3.256,5.277,225.6771463,63791,7422,1864,801
9,20/07/2012,FALSE,513991.57,125833,28.55,3.311,5.277,225.6871121,63652,7337,1875,805
9,27/07/2012,FALSE,495951,125833,30.22777778,3.407,5.277,225.6970779,62734,7336,1855,811
9,10/08/2012,FALSE,538713.47,125833,31.47777778,3.494,5.277,225.7170094,63285,7300,1843,810
9,17/08/2012,FALSE,535153.47,125833,30.20555556,3.571,5.277,225.7995323,63253,7320,1844,800
9,24/08/2012,FALSE,572887.78,125833,25.5,3.62,5.277,225.9364729,63278,7331,1852,801
9,31/08/2012,FALSE,576879.15,125833,27.06111111,3.638,5.277,226.0734135,63145,7379,1875,801
9,14/09/2012,FALSE,523427.35,125833,23.08333333,3.717,5.277,226.3567545,63266,7326,1863,807
9,21/09/2012,FALSE,533756.88,125833,21.06666667,3.721,5.277,226.5599138,62816,7351,1851,799
9,28/09/2012,FALSE,516361.06,125833,24.88888889,3.666,5.277,226.7630732,62677,7390,1869,806
9,12/10/2012,FALSE,558464.8,125833,15.60555556,3.601,4.954,227.1693919,63228,7302,1846,810
9,19/10/2012,FALSE,542009.46,125833,20.00555556,3.594,4.954,227.214288,63253,7341,1875,801
9,26/10/2012,FALSE,549731.49,125833,20.84444444,3.506,4.954,227.2328068,62968,7369,1844,802
10,12/02/2010,TRUE,2176028.52,126512,9.977777778,2.828,9.765,126.4962581,61196,23295,6826,3034
10,19/02/2010,FALSE,2113432.58,126512,14.56666667,2.915,9.765,126.5262857,60328,23302,6876,3027
10,26/02/2010,FALSE,2006774.96,126512,11.53888889,2.825,9.765,126.5522857,61262,23223,6899,3035
10,12/03/2010,FALSE,1941346.13,126512,11.29444444,3.034,9.765,126.6042857,60789,23107,6850,3012
10,19/03/2010,FALSE,1946875.06,126512,16.36666667,3.054,9.765,126.6066452,60686,23387,6882,3020
10,26/03/2010,FALSE,1893532.46,126512,15.58333333,2.98,9.765,126.6050645,60795,23188,6826,3045
10,16/04/2010,FALSE,1826241.44,126512,20.96666667,3.109,9.524,126.5621,61293,23191,6871,3016
10,23/04/2010,FALSE,1829521.83,126512,19.12222222,3.05,9.524,126.4713333,61153,23258,6874,3052
10,30/04/2010,FALSE,1790694.59,126512,20.97777778,3.105,9.524,126.3805667,61293,23221,6832,3014
10,14/05/2010,FALSE,1808056.41,126512,23.26666667,3.145,9.524,126.2085484,61275,23323,6829,3060
10,21/05/2010,FALSE,1847613.58,126512,25.73333333,3.12,9.524,126.1843871,61080,23262,6863,3052
10,28/05/2010,FALSE,1904618.17,126512,24.81666667,3.058,9.524,126.1602258,60273,23193,6910,3027
10,11/06/2010,FALSE,1827521.71,126512,32.03888889,3.057,9.524,126.1119032,61177,23251,6863,3027
10,18/06/2010,FALSE,1837636.24,126512,28.60555556,2.935,9.524,126.114,60613,23163,6885,3009
10,25/06/2010,FALSE,1768172.31,126512,32.4,3.084,9.524,126.1266,60243,23079,6844,3019
10,16/07/2010,FALSE,1828052.47,126512,33.22222222,2.971,9.199,126.1498065,61032,22940,6855,3013
10,23/07/2010,FALSE,1831676.03,126512,31.35555556,3.112,9.199,126.1283548,61196,22975,6910,3025
10,30/07/2010,FALSE,1832664.03,126512,29.46111111,3.017,9.199,126.1069032,60746,23142,6899,3053
10,13/08/2010,FALSE,1962996.7,126512,31.31666667,3.049,9.199,126.064,60182,23026,6916,3050
10,20/08/2010,FALSE,1983190.56,126512,32.15555556,3.041,9.199,126.0766452,60230,23049,6940,3049
10,27/08/2010,FALSE,1727565.42,126512,29.43888889,3.022,9.199,126.0892903,60728,23216,6904,3044
10,10/09/2010,TRUE,1720530.23,126512,28.91111111,2.961,9.199,126.1145806,60437,23065,6828,3044
10,17/09/2010,FALSE,1716755.78,126512,29.73333333,3.028,9.199,126.1454667,60734,23339,6910,3026
10,24/09/2010,FALSE,1655036.75,126512,29.86111111,2.939,9.199,126.1900333,60212,23360,6925,3065
10,15/10/2010,FALSE,1703850.25,126512,24.15555556,3.08,9.003,126.3266774,60230,23133,6923,3053
10,22/10/2010,FALSE,1740234.06,126512,20.06666667,3.014,9.003,126.3815484,60825,23165,6871,3034
10,29/10/2010,FALSE,1741308.56,126512,20.42222222,3.13,9.003,126.4364194,60686,23082,6947,3031
10,12/11/2010,FALSE,1895901.59,126512,16.24444444,3.13,9.003,126.5461613,60400,23281,6901,3040
10,19/11/2010,FALSE,1949177.13,126512,14.90555556,3.047,9.003,126.6072,60370,23202,6849,3066
10,26/11/2010,TRUE,2939946.38,126512,12.96111111,3.162,9.003,126.6692667,60601,23128,6909,3007
10,10/12/2010,FALSE,2411790.21,126512,15.83888889,3.091,9.003,126.7934,61311,23279,6836,3056
10,17/12/2010,FALSE,2811646.85,126512,15.08333333,3.125,9.003,126.8794839,60710,23279,6920,3024
10,24/12/2010,FALSE,3749057.69,126512,13.92222222,3.236,9.003,126.9835806,61177,23339,6852,3055
10,31/12/2010,TRUE,1707298.14,126512,9.816666667,3.148,9.003,127.0876774,60346,22973,6831,3054
10,14/01/2011,FALSE,1710803.59,126512,9.988888889,3.312,8.744,127.3009355,60309,23063,6935,3064
10,21/01/2011,FALSE,1677556.18,126512,13.75,3.336,8.744,127.4404839,61007,23346,6883,3017
10,28/01/2011,FALSE,1715769.05,126512,11.68333333,3.231,8.744,127.5800323,61275,22959,6815,3028
10,11/02/2011,TRUE,2115408.31,126512,10.83888889,3.381,8.744,127.859129,60631,23177,6839,3057
10,18/02/2011,FALSE,2106934.55,126512,16.53888889,3.43,8.744,127.99525,61293,23165,6889,3028
10,25/02/2011,FALSE,1967996.71,126512,11.99444444,3.398,8.744,128.13,60206,23077,6826,3012
10,11/03/2011,FALSE,1933469.15,126512,17.9,3.63,8.744,128.3995,60419,23084,6927,3063
10,18/03/2011,FALSE,1884734.31,126512,21.17777778,3.892,8.744,128.5121935,61275,23242,6940,3033
10,25/03/2011,FALSE,1815798.85,126512,16.96111111,3.716,8.744,128.6160645,61196,23121,6948,3065
